ID,Zip,Average Annual Income,Average annual disposable funds,Education,Average age,age18-25,age 26-35,age 36-50,age 51-69,age 70+,Population,Female,Male,State
110299,32066,162772,15313,Some College,29,0.3,0.21,0.23,0.19,0.07,7312,0.42,0.58,Florida
110300,32068,106982,13887,Bachelor's Degree,33,0.15,0.3,0.28,0.18,0.09,50815,0.49,0.51,Florida
110301,32071,105771,8624,Associate's Degree,28,0.29,0.18,0.2,0.26,0.07,3671,0.57,0.43,Florida
110302,32072,171857,24959,Master's Degree,21,0.23,0.22,0.24,0.25,0.06,324,0.49,0.51,Florida
110303,32073,106621,6855,Master's Degree,31,0.16,0.28,0.28,0.21,0.07,38920,0.48,0.52,Florida
110304,32079,146057,10903,Doctorate Degree,27,0.21,0.27,0.18,0.26,0.08,433,0.66,0.34,Florida
110305,32080,102427,8981,GED,33,0.24,0.17,0.23,0.28,0.08,20165,0.52,0.48,Florida
110306,32081,169928,20174,GED,29,0.32,0.18,0.18,0.25,0.07,4524,0.53,0.47,Florida
110307,32082,160243,17176,Associate's Degree,35,0.18,0.3,0.23,0.2,0.09,28996,0.66,0.34,Florida
110308,32083,63520,5376,Some High School,27,0.18,0.25,0.26,0.24,0.07,4690,0.41,0.59,Florida
110309,32084,26652,3677,Doctorate Degree,24,0.34,0.19,0.21,0.17,0.09,29729,0.43,0.57,Florida
110310,32086,94791,4754,Some High School,36,0.17,0.21,0.23,0.3,0.09,24546,0.64,0.36,Florida
110311,32087,29577,2953,Some College,33,0.28,0.18,0.17,0.28,0.09,5518,0.5,0.5,Florida
110312,32091,118731,6818,High School Diploma,29,0.18,0.27,0.27,0.21,0.07,15472,0.67,0.33,Florida
110313,32092,171907,18751,GED,22,0.21,0.24,0.21,0.26,0.08,28242,0.53,0.47,Florida
110314,32094,106714,8401,High School Diploma,26,0.32,0.24,0.18,0.18,0.08,2724,0.65,0.35,Florida
110315,32095,117187,8733,Doctorate Degree,35,0.2,0.22,0.21,0.3,0.07,7302,0.61,0.39,Florida
110316,32096,154411,13124,Associate's Degree,37,0.18,0.29,0.18,0.27,0.08,2635,0.44,0.56,Florida
110317,32097,100005,8528,Master's Degree,36,0.21,0.25,0.18,0.29,0.07,15616,0.62,0.38,Florida
110318,32102,51614,7735,Associate's Degree,22,0.25,0.2,0.24,0.22,0.09,2565,0.54,0.46,Florida
110319,32110,95442,5377,Bachelor's Degree,25,0.33,0.18,0.21,0.21,0.07,7600,0.42,0.58,Florida
110320,32112,145820,11247,Bachelor's Degree,34,0.19,0.19,0.26,0.27,0.09,7713,0.47,0.53,Florida
110321,32113,151935,8427,Associate's Degree,29,0.17,0.28,0.24,0.24,0.07,6627,0.41,0.59,Florida
110322,32114,127295,11011,Associate's Degree,27,0.2,0.24,0.19,0.29,0.08,32084,0.53,0.47,Florida
110323,32117,42439,5558,Doctorate Degree,33,0.15,0.29,0.25,0.22,0.09,24170,0.55,0.45,Florida
110324,32118,156456,14675,Doctorate Degree,30,0.27,0.21,0.26,0.17,0.09,16961,0.65,0.35,Florida
110325,32119,171849,13891,Associate's Degree,33,0.09,0.3,0.28,0.26,0.07,20189,0.63,0.37,Florida
110326,32124,151109,8353,Some College,29,0.25,0.21,0.26,0.19,0.09,5986,0.44,0.56,Florida
110327,32127,87868,7411,GED,25,0.35,0.18,0.18,0.2,0.09,29413,0.62,0.38,Florida
110328,32128,138269,12615,Master's Degree,33,0.21,0.26,0.24,0.2,0.09,16910,0.48,0.52,Florida
110329,32129,32559,3061,Some High School,33,0.22,0.2,0.26,0.26,0.06,20104,0.42,0.58,Florida
110330,32130,161709,23528,High School Diploma,34,0.2,0.18,0.27,0.27,0.08,5474,0.66,0.34,Florida
110331,32131,84033,10819,Some High School,33,0.2,0.17,0.29,0.27,0.07,4701,0.4,0.6,Florida
110332,32132,116930,10633,Some College,27,0.16,0.26,0.26,0.26,0.06,7265,0.66,0.34,Florida
110333,32133,40382,4441,Some College,31,0.31,0.17,0.26,0.2,0.06,137,0.47,0.53,Florida
110334,32134,125869,9706,Master's Degree,38,0.08,0.27,0.3,0.29,0.06,8084,0.66,0.34,Florida
110335,32136,40553,5057,GED,24,0.31,0.24,0.18,0.2,0.07,7080,0.43,0.57,Florida
110336,32137,57444,5135,GED,26,0.3,0.2,0.22,0.2,0.08,37821,0.6,0.4,Florida
110337,32139,55514,5291,Some High School,31,0.27,0.21,0.17,0.29,0.06,1129,0.48,0.52,Florida
110338,32140,131614,17528,Bachelor's Degree,25,0.39,0.17,0.19,0.19,0.06,1741,0.62,0.38,Florida
110339,32141,177865,25142,High School Diploma,34,0.18,0.22,0.22,0.3,0.08,17603,0.49,0.51,Florida
110340,32145,140464,17420,Some High School,33,0.2,0.23,0.2,0.28,0.09,5456,0.48,0.52,Florida
110341,32147,42236,4015,Doctorate Degree,21,0.23,0.17,0.23,0.28,0.09,593,0.43,0.57,Florida
110342,32148,156374,18200,Bachelor's Degree,28,0.25,0.19,0.24,0.25,0.07,11201,0.43,0.57,Florida
110343,32157,175318,18551,Master's Degree,36,0.24,0.22,0.18,0.27,0.09,407,0.43,0.57,Florida
110344,32159,88987,7019,Bachelor's Degree,28,0.21,0.26,0.26,0.2,0.07,28867,0.65,0.35,Florida
110345,32162,62646,8865,Associate's Degree,36,0.18,0.29,0.2,0.27,0.06,45180,0.55,0.45,Florida
110346,32164,76004,5678,Associate's Degree,35,0.16,0.23,0.26,0.28,0.07,41616,0.42,0.58,Florida
110347,32168,54872,3942,High School Diploma,36,0.15,0.27,0.21,0.28,0.09,23642,0.61,0.39,Florida
110348,32169,122162,8816,Associate's Degree,23,0.34,0.18,0.22,0.2,0.06,9816,0.44,0.56,Florida
110349,32174,124583,8859,Doctorate Degree,28,0.28,0.19,0.26,0.19,0.08,47552,0.59,0.41,Florida
110350,32176,160098,19027,Some College,41,0.16,0.21,0.26,0.29,0.08,14339,0.57,0.43,Florida
110351,32177,170944,12939,Doctorate Degree,33,0.29,0.21,0.18,0.24,0.08,27132,0.61,0.39,Florida
110352,32179,114991,14204,GED,19,0.33,0.18,0.21,0.21,0.07,8156,0.49,0.51,Florida
110353,32180,160402,20192,Some High School,24,0.27,0.17,0.21,0.26,0.09,4218,0.41,0.59,Florida
110354,32181,38417,3103,Associate's Degree,26,0.21,0.21,0.25,0.25,0.08,2551,0.56,0.44,Florida
110355,32187,65446,8905,Bachelor's Degree,42,0.09,0.3,0.24,0.3,0.07,1713,0.48,0.52,Florida
110356,32189,83781,9010,Associate's Degree,25,0.28,0.19,0.22,0.22,0.09,5807,0.57,0.43,Florida
110357,32190,134724,16896,Associate's Degree,37,0.25,0.25,0.17,0.24,0.09,1170,0.47,0.53,Florida
110358,32193,168772,21274,Some College,39,0.1,0.3,0.29,0.24,0.07,825,0.58,0.42,Florida
110359,32195,130844,17178,Associate's Degree,26,0.23,0.24,0.2,0.27,0.06,3328,0.65,0.35,Florida
110360,32202,70429,4152,High School Diploma,28,0.22,0.25,0.25,0.19,0.09,7915,0.55,0.45,Florida
110361,32204,34489,3490,Some High School,38,0.22,0.18,0.23,0.29,0.08,6906,0.57,0.43,Florida
110362,32205,169314,8967,Associate's Degree,22,0.33,0.2,0.18,0.2,0.09,28225,0.56,0.44,Florida
110363,32206,50812,5588,Bachelor's Degree,22,0.33,0.19,0.19,0.21,0.08,17669,0.47,0.53,Florida
110364,32207,175299,23906,Some College,25,0.26,0.18,0.26,0.21,0.09,33306,0.64,0.36,Florida
110365,32208,104147,11325,Associate's Degree,29,0.3,0.21,0.24,0.19,0.06,30879,0.58,0.42,Florida
110366,32209,32211,1796,Doctorate Degree,27,0.2,0.28,0.23,0.2,0.09,34305,0.5,0.5,Florida
110367,32210,76527,7552,High School Diploma,34,0.11,0.29,0.3,0.21,0.09,59080,0.66,0.34,Florida
110368,32211,128954,16663,Master's Degree,26,0.26,0.21,0.24,0.2,0.09,30501,0.6,0.4,Florida
110369,32212,80390,5886,Some High School,22,0.3,0.17,0.22,0.23,0.08,1959,0.49,0.51,Florida
110370,32216,84759,12267,Bachelor's Degree,36,0.09,0.26,0.27,0.29,0.09,34876,0.43,0.57,Florida
110371,32217,89262,11058,GED,36,0.18,0.21,0.25,0.3,0.06,18817,0.49,0.51,Florida
110372,32218,95826,11611,GED,29,0.32,0.22,0.19,0.18,0.09,53473,0.42,0.58,Florida
110373,32219,133026,13956,GED,30,0.19,0.28,0.21,0.23,0.09,11886,0.41,0.59,Florida
110374,32220,82860,8030,Associate's Degree,26,0.18,0.22,0.27,0.26,0.07,12946,0.48,0.52,Florida
110375,32221,89701,10950,Some College,31,0.24,0.17,0.29,0.24,0.06,27918,0.41,0.59,Florida
110376,32222,105489,5371,GED,30,0.18,0.18,0.29,0.29,0.06,8691,0.67,0.33,Florida
110377,32223,156931,16492,Some College,28,0.41,0.17,0.18,0.18,0.06,23980,0.46,0.54,Florida
110378,32224,104746,14617,Bachelor's Degree,22,0.34,0.21,0.19,0.18,0.08,38934,0.62,0.38,Florida
110379,32225,156507,9173,Bachelor's Degree,32,0.25,0.23,0.28,0.18,0.06,52485,0.5,0.5,Florida
110380,32226,62162,8728,Doctorate Degree,34,0.1,0.25,0.27,0.29,0.09,15761,0.4,0.6,Florida
110381,32227,102864,12901,Some College,23,0.22,0.23,0.25,0.22,0.08,2149,0.62,0.38,Florida
110382,32228,174090,20601,GED,35,0.28,0.25,0.19,0.22,0.06,314,0.52,0.48,Florida
110383,32233,83805,10600,Associate's Degree,30,0.12,0.29,0.29,0.24,0.06,23673,0.67,0.33,Florida
110384,32234,52277,3527,Master's Degree,27,0.34,0.2,0.21,0.18,0.07,6606,0.47,0.53,Florida
110385,32244,78958,7573,Associate's Degree,30,0.22,0.21,0.24,0.25,0.08,57369,0.51,0.49,Florida
110386,32246,159348,23290,Bachelor's Degree,21,0.3,0.24,0.19,0.18,0.09,48789,0.42,0.58,Florida
110387,32250,64229,5295,Some High School,31,0.17,0.26,0.25,0.23,0.09,25356,0.51,0.49,Florida
110388,32254,63043,6406,Doctorate Degree,27,0.12,0.24,0.27,0.29,0.08,13570,0.46,0.54,Florida
110389,32256,160614,16666,Master's Degree,30,0.19,0.26,0.21,0.26,0.08,38483,0.44,0.56,Florida
110390,32257,138926,14219,Doctorate Degree,36,0.17,0.24,0.21,0.3,0.08,36430,0.64,0.36,Florida
110391,32258,102881,9969,Some High School,35,0.27,0.18,0.19,0.3,0.06,26759,0.57,0.43,Florida
110392,32259,156404,18452,Master's Degree,26,0.19,0.24,0.23,0.27,0.07,36917,0.42,0.58,Florida
110393,32266,158899,8124,Associate's Degree,40,0.22,0.24,0.18,0.29,0.07,7037,0.49,0.51,Florida
110394,32277,38878,5127,Master's Degree,29,0.26,0.24,0.17,0.26,0.07,29517,0.4,0.6,Florida
110395,32301,50875,3718,Bachelor's Degree,33,0.19,0.22,0.23,0.27,0.09,29321,0.57,0.43,Florida
110396,32303,58916,5133,Doctorate Degree,32,0.16,0.24,0.25,0.28,0.07,47359,0.45,0.55,Florida
110397,32304,165263,17458,Bachelor's Degree,29,0.18,0.25,0.26,0.22,0.09,46145,0.4,0.6,Florida
110398,32305,91494,7157,Bachelor's Degree,33,0.2,0.23,0.3,0.19,0.08,20073,0.67,0.33,Florida
110399,32308,71595,10229,Associate's Degree,40,0.16,0.24,0.22,0.3,0.08,21586,0.67,0.33,Florida
110400,32309,146183,15089,Doctorate Degree,31,0.21,0.17,0.3,0.24,0.08,30159,0.65,0.35,Florida
110401,32310,174610,10103,GED,33,0.19,0.21,0.3,0.23,0.07,17402,0.67,0.33,Florida
110402,32311,145285,21154,Doctorate Degree,35,0.2,0.3,0.2,0.21,0.09,17493,0.42,0.58,Florida
110403,32312,111270,14003,High School Diploma,31,0.18,0.24,0.22,0.28,0.08,31869,0.67,0.33,Florida
110404,32317,49418,5442,GED,36,0.29,0.2,0.28,0.17,0.06,14067,0.48,0.52,Florida
110405,32320,96934,13621,Some College,35,0.21,0.28,0.17,0.28,0.06,3858,0.5,0.5,Florida
110406,32321,176209,12165,Some College,31,0.25,0.21,0.2,0.25,0.09,6460,0.64,0.36,Florida
110407,32322,61003,7771,Doctorate Degree,36,0.2,0.3,0.19,0.25,0.06,4007,0.52,0.48,Florida
110408,32323,36900,3641,High School Diploma,28,0.21,0.24,0.28,0.2,0.07,217,0.58,0.42,Florida
110409,32324,131703,6826,High School Diploma,28,0.28,0.25,0.18,0.22,0.07,5445,0.57,0.43,Florida
110410,32327,161457,18189,Some High School,24,0.23,0.25,0.26,0.19,0.07,26953,0.48,0.52,Florida
110411,32328,74686,10959,Bachelor's Degree,31,0.13,0.23,0.26,0.29,0.09,3149,0.61,0.39,Florida
110412,32330,139023,19798,Doctorate Degree,28,0.25,0.23,0.24,0.22,0.06,804,0.54,0.46,Florida
110413,32331,41685,5371,Some High School,31,0.22,0.28,0.2,0.22,0.08,4242,0.53,0.47,Florida
110414,32332,117793,10359,Bachelor's Degree,27,0.28,0.27,0.2,0.17,0.08,1642,0.43,0.57,Florida
110415,32333,75730,5895,Associate's Degree,34,0.15,0.29,0.3,0.19,0.07,11330,0.64,0.36,Florida
110416,32334,91552,9979,Doctorate Degree,21,0.31,0.19,0.22,0.22,0.06,1904,0.63,0.37,Florida
110417,32336,154599,11583,Master's Degree,37,0.14,0.28,0.23,0.29,0.06,1391,0.4,0.6,Florida
110418,32340,104326,14057,Doctorate Degree,21,0.25,0.22,0.18,0.27,0.08,11808,0.53,0.47,Florida
110419,32343,77271,6063,High School Diploma,33,0.25,0.23,0.17,0.27,0.08,3044,0.51,0.49,Florida
110420,32344,31825,2578,High School Diploma,26,0.23,0.24,0.21,0.24,0.08,13193,0.5,0.5,Florida
110421,32346,40326,4024,Some High School,40,0.19,0.27,0.28,0.17,0.09,1693,0.61,0.39,Florida
110422,32347,140147,17213,Some High School,32,0.17,0.25,0.3,0.21,0.07,8057,0.59,0.41,Florida
110423,32348,76624,9879,Some High School,36,0.33,0.17,0.26,0.17,0.07,12442,0.54,0.46,Florida
110424,32350,29916,4031,Associate's Degree,29,0.25,0.2,0.21,0.26,0.08,1417,0.51,0.49,Florida
110425,32351,63213,5933,GED,27,0.24,0.17,0.26,0.24,0.09,17486,0.44,0.56,Florida
110426,32352,37231,3324,Associate's Degree,30,0.12,0.3,0.23,0.26,0.09,6638,0.64,0.36,Florida
110427,32355,130234,13622,Associate's Degree,29,0.32,0.18,0.18,0.23,0.09,312,0.52,0.48,Florida
110428,32356,52637,4973,Associate's Degree,34,0.22,0.3,0.22,0.18,0.08,129,0.63,0.37,Florida
110429,32358,87958,10435,Some College,32,0.11,0.27,0.29,0.25,0.08,2145,0.5,0.5,Florida
110430,32359,163349,19171,High School Diploma,27,0.3,0.19,0.22,0.23,0.06,1721,0.62,0.38,Florida
110431,32361,123934,18032,Some High School,43,0.18,0.3,0.17,0.29,0.06,252,0.47,0.53,Florida
110432,32399,53810,7967,High School Diploma,21,0.23,0.23,0.26,0.19,0.09,26,0.65,0.35,Florida
110433,32401,122096,14774,Some College,34,0.06,0.28,0.27,0.3,0.09,22647,0.41,0.59,Florida
110434,32403,67793,5205,Some College,30,0.25,0.2,0.2,0.29,0.06,2995,0.55,0.45,Florida
110435,32404,165698,19143,Some High School,36,0.21,0.24,0.28,0.21,0.06,38425,0.67,0.33,Florida
110436,32405,91594,13217,Some College,26,0.26,0.21,0.2,0.24,0.09,29980,0.5,0.5,Florida
110437,32407,48772,6506,Some High School,32,0.18,0.24,0.22,0.27,0.09,9347,0.56,0.44,Florida
110438,32408,147879,10350,Some College,33,0.24,0.21,0.19,0.27,0.09,15352,0.62,0.38,Florida
110439,32409,38705,2323,High School Diploma,29,0.27,0.24,0.17,0.25,0.07,8691,0.43,0.57,Florida
110440,32410,176342,18071,GED,33,0.3,0.19,0.17,0.27,0.07,740,0.48,0.52,Florida
110441,32413,143052,9452,High School Diploma,24,0.35,0.18,0.2,0.21,0.06,13128,0.58,0.42,Florida
110442,32420,170978,22150,Bachelor's Degree,28,0.27,0.27,0.17,0.23,0.06,2144,0.54,0.46,Florida
110443,32421,76164,7645,GED,31,0.23,0.24,0.18,0.27,0.08,4497,0.53,0.47,Florida
110444,32423,128887,7391,Some College,37,0.16,0.28,0.21,0.29,0.06,1264,0.44,0.56,Florida
110445,32424,142689,10352,Bachelor's Degree,27,0.21,0.18,0.27,0.25,0.09,7994,0.56,0.44,Florida
110446,32425,145232,19245,Doctorate Degree,30,0.29,0.26,0.18,0.19,0.08,14268,0.48,0.52,Florida
110447,32426,142334,19114,Some College,26,0.11,0.3,0.25,0.28,0.06,942,0.46,0.54,Florida
110448,32427,46040,6492,Some High School,28,0.14,0.27,0.28,0.22,0.09,1475,0.5,0.5,Florida
110449,32428,58329,6677,GED,35,0.21,0.3,0.2,0.21,0.08,17412,0.46,0.54,Florida
110450,32430,164340,18587,Master's Degree,33,0.33,0.18,0.17,0.24,0.08,1199,0.52,0.48,Florida
110451,32431,134815,11088,Some High School,29,0.24,0.22,0.26,0.19,0.09,4983,0.66,0.34,Florida
110452,32432,117813,7111,GED,33,0.18,0.26,0.26,0.21,0.09,89,0.59,0.41,Florida
110453,32433,62393,3558,Doctorate Degree,32,0.33,0.21,0.23,0.17,0.06,16025,0.63,0.37,Florida
110454,32435,83852,8551,GED,30,0.24,0.3,0.2,0.18,0.08,6651,0.55,0.45,Florida
110455,32437,163556,22711,Doctorate Degree,24,0.12,0.24,0.28,0.27,0.09,679,0.41,0.59,Florida
110456,32438,166646,8448,Doctorate Degree,26,0.33,0.22,0.19,0.18,0.08,4060,0.57,0.43,Florida
110457,32439,82667,9693,High School Diploma,35,0.27,0.19,0.19,0.27,0.08,7715,0.43,0.57,Florida
110458,32440,137885,9076,Some High School,32,0.18,0.22,0.29,0.25,0.06,7563,0.48,0.52,Florida
110459,32442,88302,4464,High School Diploma,30,0.24,0.25,0.26,0.17,0.08,3699,0.52,0.48,Florida
110460,32443,60887,9032,GED,30,0.29,0.24,0.23,0.18,0.06,2921,0.43,0.57,Florida
110461,32444,168579,12703,Some High School,32,0.21,0.3,0.18,0.24,0.07,18985,0.64,0.36,Florida
110462,32445,47133,6410,GED,42,0.12,0.3,0.21,0.28,0.09,2644,0.56,0.44,Florida
110463,32446,82385,11372,Some High School,24,0.32,0.22,0.21,0.19,0.06,11075,0.61,0.39,Florida
110464,32447,171922,11584,Bachelor's Degree,38,0.2,0.28,0.25,0.18,0.09,78,0.59,0.41,Florida
110465,32448,131314,15153,Associate's Degree,35,0.13,0.3,0.28,0.21,0.08,8684,0.43,0.57,Florida
110466,32449,151736,20356,Associate's Degree,39,0.24,0.21,0.29,0.18,0.08,478,0.53,0.47,Florida
110467,32455,117712,11103,Master's Degree,28,0.27,0.2,0.21,0.23,0.09,4736,0.52,0.48,Florida
110468,32456,47776,5803,Bachelor's Degree,34,0.34,0.17,0.19,0.22,0.08,6966,0.53,0.47,Florida
110469,32459,100774,14681,Some College,35,0.2,0.18,0.27,0.28,0.07,11457,0.53,0.47,Florida
110470,32460,120875,7848,Bachelor's Degree,35,0.2,0.25,0.23,0.26,0.06,5856,0.61,0.39,Florida
110471,32461,97627,9914,Master's Degree,39,0.16,0.28,0.2,0.29,0.07,37,0.43,0.57,Florida
110472,32462,157385,16635,Some College,34,0.25,0.24,0.23,0.2,0.08,3412,0.61,0.39,Florida
110473,32463,162896,15565,Associate's Degree,33,0.23,0.28,0.25,0.17,0.07,114,0.51,0.49,Florida
110474,32464,68456,4376,Bachelor's Degree,29,0.17,0.3,0.23,0.23,0.07,3994,0.44,0.56,Florida
110475,32465,83288,11440,Master's Degree,25,0.25,0.23,0.2,0.24,0.08,9232,0.47,0.53,Florida
110476,32466,65331,3281,Associate's Degree,26,0.2,0.22,0.29,0.22,0.07,5641,0.62,0.38,Florida
110477,32501,82549,5848,Doctorate Degree,31,0.28,0.21,0.28,0.17,0.06,11730,0.65,0.35,Florida
110478,32502,27361,1428,Master's Degree,34,0.22,0.24,0.3,0.18,0.06,3298,0.54,0.46,Florida
110479,32503,142484,19503,Associate's Degree,26,0.24,0.29,0.2,0.18,0.09,32011,0.58,0.42,Florida
110480,32504,72468,6879,High School Diploma,30,0.1,0.28,0.29,0.25,0.08,21441,0.67,0.33,Florida
110481,32505,54859,2983,Some College,31,0.23,0.22,0.25,0.22,0.08,28213,0.49,0.51,Florida
110482,32506,28914,2314,GED,26,0.25,0.21,0.24,0.23,0.07,33846,0.46,0.54,Florida
110483,32507,78322,5336,GED,23,0.29,0.22,0.21,0.2,0.08,28996,0.41,0.59,Florida
110484,32508,140004,14059,GED,22,0.33,0.21,0.22,0.17,0.07,5852,0.59,0.41,Florida
110485,32509,110281,11479,GED,38,0.1,0.26,0.3,0.28,0.06,660,0.44,0.56,Florida
110486,32511,163040,14144,High School Diploma,26,0.21,0.22,0.24,0.26,0.07,1145,0.64,0.36,Florida
110487,32514,25485,2624,High School Diploma,35,0.24,0.29,0.23,0.18,0.06,37399,0.52,0.48,Florida
110488,32526,129313,18709,Doctorate Degree,30,0.27,0.28,0.2,0.17,0.08,36297,0.49,0.51,Florida
110489,32530,107909,12360,Associate's Degree,25,0.36,0.23,0.17,0.17,0.07,62,0.54,0.46,Florida
110490,32531,134301,7659,Master's Degree,30,0.26,0.17,0.3,0.2,0.07,5296,0.66,0.34,Florida
110491,32533,117026,6473,GED,25,0.39,0.17,0.18,0.2,0.06,26493,0.65,0.35,Florida
110492,32534,144267,11696,Master's Degree,40,0.16,0.22,0.27,0.29,0.06,14029,0.57,0.43,Florida
110493,32535,38901,2208,Some High School,38,0.22,0.24,0.26,0.22,0.06,6326,0.56,0.44,Florida
110494,32536,42839,3003,Associate's Degree,32,0.22,0.21,0.27,0.22,0.08,19709,0.49,0.51,Florida
110495,32539,27586,2334,Bachelor's Degree,29,0.23,0.17,0.24,0.3,0.06,25079,0.49,0.51,Florida
110496,32541,49654,3646,Some High School,27,0.16,0.22,0.27,0.28,0.07,15565,0.63,0.37,Florida
110497,32542,96232,12230,Associate's Degree,39,0.24,0.23,0.17,0.27,0.09,3457,0.42,0.58,Florida
110498,32544,151273,19943,Bachelor's Degree,30,0.12,0.28,0.23,0.3,0.07,1818,0.5,0.5,Florida
110499,32547,86271,12617,Bachelor's Degree,22,0.2,0.23,0.24,0.24,0.09,32485,0.58,0.42,Florida
110500,32548,162953,17032,Some High School,30,0.24,0.28,0.22,0.17,0.09,19343,0.43,0.57,Florida
110501,32550,129022,14516,Some High School,33,0.2,0.19,0.25,0.27,0.09,5867,0.57,0.43,Florida
110502,32561,139400,15846,Bachelor's Degree,30,0.07,0.29,0.28,0.29,0.07,7899,0.56,0.44,Florida
110503,32563,77582,11528,Some High School,29,0.26,0.2,0.19,0.27,0.08,22406,0.46,0.54,Florida
110504,32564,87392,5927,Some College,24,0.16,0.29,0.18,0.28,0.09,2881,0.44,0.56,Florida
110505,32565,118426,13439,GED,31,0.22,0.22,0.25,0.24,0.07,5719,0.4,0.6,Florida
110506,32566,62424,8136,Master's Degree,32,0.17,0.26,0.19,0.3,0.08,33671,0.44,0.56,Florida
110507,32567,53755,6661,Associate's Degree,20,0.23,0.22,0.26,0.23,0.06,3510,0.55,0.45,Florida
110508,32568,47308,5872,Doctorate Degree,35,0.27,0.29,0.17,0.21,0.06,3122,0.51,0.49,Florida
110509,32569,73616,4579,Doctorate Degree,30,0.2,0.2,0.24,0.27,0.09,11235,0.54,0.46,Florida
110510,32570,155543,17110,High School Diploma,29,0.14,0.27,0.25,0.25,0.09,28817,0.46,0.54,Florida
110511,32571,103610,8811,Master's Degree,38,0.19,0.17,0.3,0.27,0.07,28881,0.51,0.49,Florida
110512,32577,52282,7313,Doctorate Degree,39,0.23,0.2,0.19,0.29,0.09,4625,0.44,0.56,Florida
110513,32578,69274,6994,Master's Degree,38,0.16,0.29,0.23,0.25,0.07,30108,0.6,0.4,Florida
110514,32579,106873,13912,Some High School,31,0.2,0.22,0.3,0.2,0.08,9997,0.67,0.33,Florida
110515,32580,33777,4977,Doctorate Degree,36,0.25,0.24,0.18,0.24,0.09,3662,0.4,0.6,Florida
110516,32583,63144,9220,Some College,31,0.25,0.17,0.24,0.28,0.06,25586,0.43,0.57,Florida
110517,32601,103904,11996,GED,35,0.07,0.28,0.29,0.3,0.06,18585,0.46,0.54,Florida
110518,32603,111944,10071,High School Diploma,27,0.24,0.27,0.2,0.23,0.06,6741,0.51,0.49,Florida
110519,32605,112429,8896,Some College,28,0.24,0.25,0.22,0.2,0.09,22925,0.45,0.55,Florida
110520,32606,151864,13870,High School Diploma,26,0.2,0.25,0.28,0.2,0.07,21833,0.47,0.53,Florida
110521,32607,179511,22419,GED,40,0.21,0.19,0.28,0.23,0.09,29750,0.54,0.46,Florida
110522,32608,129614,13886,High School Diploma,33,0.22,0.21,0.21,0.27,0.09,45842,0.41,0.59,Florida
110523,32609,124846,6634,Bachelor's Degree,32,0.2,0.27,0.21,0.26,0.06,18756,0.59,0.41,Florida
110524,32612,53971,3942,Some High School,35,0.18,0.22,0.26,0.26,0.08,5458,0.53,0.47,Florida
110525,32615,110013,15932,Master's Degree,28,0.21,0.27,0.25,0.21,0.06,14295,0.65,0.35,Florida
110526,32616,57345,3710,Associate's Degree,25,0.19,0.28,0.18,0.28,0.07,872,0.63,0.37,Florida
110527,32617,119919,11789,Master's Degree,29,0.18,0.27,0.3,0.17,0.08,4109,0.41,0.59,Florida
110528,32618,156842,11945,GED,29,0.33,0.18,0.25,0.18,0.06,7732,0.67,0.33,Florida
110529,32619,111835,13582,Bachelor's Degree,26,0.29,0.21,0.22,0.19,0.09,4730,0.42,0.58,Florida
110530,32621,26667,1659,Associate's Degree,33,0.22,0.22,0.3,0.17,0.09,5584,0.64,0.36,Florida
110531,32622,99708,7882,Doctorate Degree,30,0.22,0.18,0.25,0.26,0.09,1294,0.41,0.59,Florida
110532,32625,45291,4136,GED,33,0.18,0.18,0.3,0.28,0.06,1838,0.43,0.57,Florida
110533,32626,39369,2886,Master's Degree,30,0.16,0.2,0.28,0.28,0.08,8133,0.51,0.49,Florida
110534,32628,127959,14240,Doctorate Degree,34,0.23,0.22,0.21,0.26,0.08,4850,0.4,0.6,Florida
110535,32631,81731,8380,Doctorate Degree,20,0.33,0.21,0.22,0.17,0.07,291,0.45,0.55,Florida
110536,32639,94576,12623,Master's Degree,27,0.17,0.22,0.22,0.3,0.09,397,0.42,0.58,Florida
110537,32640,156605,16641,GED,30,0.23,0.29,0.18,0.24,0.06,10510,0.44,0.56,Florida
110538,32641,74140,9956,Master's Degree,32,0.27,0.25,0.25,0.17,0.06,14291,0.6,0.4,Florida
110539,32643,67000,9913,High School Diploma,33,0.31,0.19,0.27,0.17,0.06,10936,0.53,0.47,Florida
110540,32648,83301,10117,Master's Degree,38,0.12,0.3,0.3,0.2,0.08,437,0.5,0.5,Florida
110541,32653,160004,23870,Some High School,30,0.19,0.22,0.22,0.28,0.09,12844,0.59,0.41,Florida
110542,32656,54441,3619,Doctorate Degree,21,0.28,0.17,0.23,0.24,0.08,14014,0.67,0.33,Florida
110543,32658,178049,17062,Master's Degree,23,0.24,0.22,0.29,0.18,0.07,308,0.41,0.59,Florida
110544,32664,53149,4881,High School Diploma,28,0.25,0.2,0.25,0.24,0.06,510,0.63,0.37,Florida
110545,32666,177506,20919,Bachelor's Degree,34,0.24,0.23,0.17,0.3,0.06,5916,0.49,0.51,Florida
110546,32667,118738,10831,High School Diploma,31,0.23,0.25,0.18,0.27,0.07,3794,0.4,0.6,Florida
110547,32668,96168,8242,High School Diploma,32,0.27,0.23,0.17,0.26,0.07,5082,0.52,0.48,Florida
